Plant_Id,"Combined_Heat_And
Power_Plant",Nuclear_Unit_Id,Plant_Name,Operator_Name,Operator_Id,Plant_State,Census_Region,NERC_Region,Reserved,NAICS_Code,EIA_Sector_Number,Sector_Name,"Reported
Prime_Mover",Reported_Fuel_Type_Code,AER_Fuel_Type_Code,Balancing_Authority_Code,"Respondent
Frequency","Physical
Unit_Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December","Total_Fuel_Consumption
Quantity","Electric_Fuel_Consumption
Quantity","Total_Fuel_Consumption
MMBtu",Elec_Fuel_Consumption_MMBtu,Net_Generation_(Megawatthours),YEAR,ID_SUP,Ftype,Unique
8223,N,.,Springerville,Tucson Electric Power Co,24211,AZ,MTN,WECC,,22,1,Electric Utility,PV,SUN,SUN,TEPC,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,424","9,421","15,086","17,966","21,127","17,038","14,289","14,228","2,145",0,"11,146","6,488","12,424","9,421","15,086","17,966","21,127","17,038","14,289","14,228","2,145",0,"11,146","6,488","1,405","1,065","1,706","2,031","2,389","1,927","1,616","1,609",243,0,"1,260",734,0,0,"141,358",141358.0,15984.0,2021,AZ_24211_8223,Solar,AZ_24211_8223_Solar
8223,N,.,Springerville,Tucson Electric Power Co,24211,AZ,MTN,WECC,,22,1,Electric Utility,ST,DFO,DFO,TEPC,M,barrels,"1,104","1,984","5,205","5,696","5,247","3,176","8,446","1,376","5,168","3,204","3,054","5,206","1,104","1,984","5,205","5,696","5,247","3,176","8,446","1,376","5,168","3,204","3,054","5,206",5.8,5.8,5.5,5.8,5.8,5.8,5.7,5.8,5.8,5.8,5.8,5.8,"6,403","11,507","28,628","33,037","30,433","18,421","48,142","7,981","29,974","18,583","17,713","30,195","6,403","11,507","28,628","33,037","30,433","18,421","48,142","7,981","29,974","18,583","17,713","30,195",591,"1,104","2,631","2,834","2,796","1,803","4,399",760,"2,835","1,702","1,675","2,801","48,866","48,866","281,017",281017.0,25931.0,2021,AZ_24211_8223,Petroleum Products,AZ_24211_8223_Petroleum Products
8223,N,.,Springerville,Tucson Electric Power Co,24211,AZ,MTN,WECC,,22,1,Electric Utility,ST,RC,COL,TEPC,M,short tons,"240,107","210,519","34,946","187,524","221,859","254,961","297,332","316,261","266,236","295,591","273,984","196,445","240,107","210,519","34,946","187,524","221,859","254,961","297,332","316,261","266,236","295,591","273,984","196,445",17.93,18.04,18.38,20.54,18.31,18.12,17.95,18.02,18.12,18.04,18.09,17.92,"4,305,599","3,796,921","642,238","3,850,993","4,061,351","4,619,128","5,336,812","5,697,442","4,822,865","5,333,348","4,957,466","3,521,080","4,305,599","3,796,921","642,238","3,850,993","4,061,351","4,619,128","5,336,812","5,697,442","4,822,865","5,333,348","4,957,466","3,521,080","397,248","364,279","59,033","330,376","373,163","452,230","487,619","542,665","456,073","488,345","468,696","326,669","2,795,765","2,795,765","50,945,243",50945243.0,4746395.0,2021,AZ_24211_8223,Coal,AZ_24211_8223_Coal
8223,N,.,Springerville,Tucson Electric Power Co,24211,AZ,MTN,WECC,,22,1,Electric Utility,ST,SUB,COL,TEPC,M,short tons,"219,827","186,429","188,083","86,786","78,799","116,849","179,426","159,347","155,533","230,055","143,554","215,055","219,827","186,429","188,083","86,786","78,799","116,849","179,426","159,347","155,533","230,055","143,554","215,055",18.3,18.24,18.31,17.93,18.77,18.76,18.32,18.29,18.28,18.4,18.53,18.62,"4,022,834","3,400,465","3,443,800","1,556,073","1,479,057","2,192,087","3,287,084","2,914,457","2,843,143","4,233,012","2,660,056","4,004,324","4,022,834","3,400,465","3,443,800","1,556,073","1,479,057","2,192,087","3,287,084","2,914,457","2,843,143","4,233,012","2,660,056","4,004,324","371,159","326,242","316,544","133,495","135,898","214,614","300,338","277,594","268,861","387,593","251,491","371,502","1,959,743","1,959,743","36,036,392",36036392.0,3355331.0,2021,AZ_24211_8223,Coal,AZ_24211_8223_Coal
8224,N,.,North Valmy,Sierra Pacific Power Co,17166,NV,MTN,WECC,,22,1,Electric Utility,ST,BIT,COL,NEVP,M,short tons,0,0,"8,711","10,984","73,718","71,620","76,116","61,528","102,527","113,506","102,857","64,919",0,0,"8,711","10,984","73,718","71,620","76,116","61,528","102,527","113,506","102,857","64,919",0,0,22.97,22.98,23.02,23,22.53,22.73,22.99,22.81,22.94,22.81,0,0,"200,092","252,456","1,696,988","1,647,260","1,714,893","1,398,531","2,357,096","2,589,072","2,359,540","1,480,802",0,0,"200,092","252,456","1,696,988","1,647,260","1,714,893","1,398,531","2,357,096","2,589,072","2,359,540","1,480,802","-2,786","-2,407","14,072","22,552","144,766","145,124","154,651","115,394","202,849","218,125","197,997","123,227","686,486","686,486","15,696,730",15696730.0,1333564.0,2021,NV_17166_8224,Coal,NV_17166_8224_Coal
8224,N,.,North Valmy,Sierra Pacific Power Co,17166,NV,MTN,WECC,,22,1,Electric Utility,ST,DFO,DFO,NEVP,M,barrels,0,0,"2,116","1,558",688,"2,540",932,805,"1,164",686,889,310,0,0,"2,116","1,558",688,"2,540",932,805,"1,164",686,889,310,0,0,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,0,0,"12,345","9,089","4,014","14,818","5,437","4,696","6,791","4,002","5,186","1,809",0,0,"12,345","9,089","4,014","14,818","5,437","4,696","6,791","4,002","5,186","1,809",-18,-15,868,812,342,"1,306",490,388,584,337,435,151,"11,688","11,688","68,187",68187.0,5680.0,2021,NV_17166_8224,Petroleum Products,NV_17166_8224_Petroleum Products
8224,N,.,North Valmy,Sierra Pacific Power Co,17166,NV,MTN,WECC,,22,1,Electric Utility,ST,SUB,COL,NEVP,M,short tons,0,0,"8,711","44,248","23,280","20,266","25,527","16,068",272,0,0,0,0,0,"8,711","44,248","23,280","20,266","25,527","16,068",272,0,0,0,0,0,19.21,19.21,19.21,19.21,19.21,19.21,19.21,0,0,0,0,0,"167,338","850,004","447,209","389,310","490,374","308,666","5,225",0,0,0,0,0,"167,338","850,004","447,209","389,310","490,374","308,666","5,225",0,0,0,-743,-642,"11,769","75,930","38,150","34,298","44,222","25,468",450,0,0,0,"138,372","138,372","2,658,126",2658126.0,228902.0,2021,NV_17166_8224,Coal,NV_17166_8224_Coal
8226,N,.,Cheswick Power Plant,"GenOn Power Midwest, LP",14165,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,ST,BIT,COL,PJM,M,short tons,"9,568","79,531","42,263","63,892","54,013","77,292","77,335","93,039","43,715","35,938","23,929","15,358","9,568","79,531","42,263","63,892","54,013","77,292","77,335","93,039","43,715","35,938","23,929","15,358",25.25,25.52,25.52,25.75,25.75,25.5,25.52,25.52,25.57,25.75,25.52,25.52,"241,592","2,029,631","1,078,552","1,645,219","1,390,835","1,970,946","1,973,589","2,374,355","1,117,793","925,404","610,668","391,936","241,592","2,029,631","1,078,552","1,645,219","1,390,835","1,970,946","1,973,589","2,374,355","1,117,793","925,404","610,668","391,936","17,775","183,281","90,714","143,024","118,841","174,523","170,900","206,819","94,578","74,621","48,694","29,486","615,873","615,873","15,750,520",15750520.0,1353256.0,2021,PA_14165_8226,Coal,PA_14165_8226_Coal
8226,N,.,Cheswick Power Plant,"GenOn Power Midwest, LP",14165,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,ST,NG,NG,PJM,M,mcf,"6,982","17,553","15,570","15,134","22,203","10,348","104,857","47,269","15,249","11,382","17,076","10,990","6,982","17,553","15,570","15,134","22,203","10,348","104,857","47,269","15,249","11,382","17,076","10,990",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,"7,261","18,255","16,193","15,739","23,091","10,762","109,051","49,160","15,859","11,837","17,759","11,430","7,261","18,255","16,193","15,739","23,091","10,762","109,051","49,160","15,859","11,837","17,759","11,430",534,"1,648","1,362","1,368","1,973",953,"9,443","4,282","1,342",955,"1,416",860,"294,613","294,613","306,397",306397.0,26136.0,2021,PA_14165_8226,Natural Gas and Other Gases,PA_14165_8226_Natural Gas and Other Gases
10143,N,.,Colver Green Energy,"Inter-Power/AhlCon Partners, L.P.",9379,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,ST,PG,WOO,PJM,AM,mcf,1,1,0,2,1,0,1,0,1,3,2,1,1,1,0,2,1,0,1,0,1,3,2,1,2.52,2.52,0,2.52,2.52,0,2.52,0,2.52,2.52,2.52,2.52,3,3,0,5,3,0,3,0,3,8,5,3,3,3,0,5,3,0,3,0,3,8,5,3,0,0,0,0,0,0,0,0,0,1,0,0,13,13,36,36.0,3.0,2021,PA_9379_10143,Petroleum Products,PA_9379_10143_Petroleum Products
10143,N,.,Colver Green Energy,"Inter-Power/AhlCon Partners, L.P.",9379,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,ST,WC,WOC,PJM,AM,short tons,"61,678","51,110","68,711","39,912","40,700","57,358","53,352","59,033","47,142","27,969","49,331","51,639","61,678","51,110","68,711","39,912","40,700","57,358","53,352","59,033","47,142","27,969","49,331","51,639",12.2,11.5,11.71,12.41,13.24,12.83,13.19,12.81,12.48,12.99,12.8,12.32,"752,472","587,765","804,606","495,308","538,868","735,903","703,713","756,213","588,332","363,317","631,437","636,192","752,472","587,765","804,606","495,308","538,868","735,903","703,713","756,213","588,332","363,317","631,437","636,192","62,552","47,317","66,554","39,883","46,475","63,641","61,167","66,704","51,854","29,796","53,922","53,760","607,935","607,935","7,594,126",7594126.0,643623.0,2021,PA_9379_10143,Coal,PA_9379_10143_Coal
10671,N,.,River Valley,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,,22,1,Electric Utility,ST,BIT,COL,SWPP,M,short tons,"11,198","9,758","5,162","18,366","14,326","27,996","27,236","36,712","6,086","11,052","8,998","6,142","11,198","9,758","5,162","18,366","14,326","27,996","27,236","36,712","6,086","11,052","8,998","6,142",17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,15.1,15.06,"194,845","169,789","89,819","319,568","249,272","487,130","473,906","638,789","105,896","192,305","135,870","92,480","194,845","169,789","89,819","319,568","249,272","487,130","473,906","638,789","105,896","192,305","135,870","92,480","14,429","13,920","6,864","27,674","19,066","39,883","37,551","54,682","8,076","14,959","11,719","7,904","183,032","183,032","3,149,669",3149669.0,256726.0,2021,OK_14063_10671,Coal,OK_14063_10671_Coal
10671,N,.,River Valley,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,,22,1,Electric Utility,ST,NG,NG,SWPP,M,mcf,"38,452","7,476","24,832","7,404","45,754","24,832","17,194","14,714","18,072","30,826","27,248","26,320","38,452","7,476","24,832","7,404","45,754","24,832","17,194","14,714","18,072","30,826","27,248","26,320",1.01,1,1,1,1,1.11,1,1,1,1,1,1,"38,644","7,483","24,931","7,434","45,937","27,464","17,246","14,773","18,144","30,949","27,357","26,399","38,644","7,483","24,931","7,434","45,937","27,464","17,246","14,773","18,144","30,949","27,357","26,399","2,862",614,"1,905",644,"3,514","2,249","1,367","1,265","1,384","2,407","2,359","2,256","283,124","283,124","286,761",286761.0,22824.0,2021,OK_14063_10671,Natural Gas and Other Gases,OK_14063_10671_Natural Gas and Other Gases
10671,N,.,River Valley,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,,22,1,Electric Utility,ST,SUB,COL,SWPP,M,short tons,"26,132","22,770","12,044","42,854","33,430","65,324","63,546","85,662","14,200","25,786","80,990","55,288","26,132","22,770","12,044","42,854","33,430","65,324","63,546","85,662","14,200","25,786","80,990","55,288",17.18,17.18,17.27,17.27,17.14,17.1,17.22,17.24,17.21,17.27,17.47,17.4,"448,869","391,257","208,000","740,089","573,057","1,116,779","1,094,008","1,477,070","244,410","445,324","1,414,571","961,901","448,869","391,257","208,000","740,089","573,057","1,116,779","1,094,008","1,477,070","244,410","445,324","1,414,571","961,901","33,240","32,077","15,894","64,090","43,832","91,434","86,687","126,441","18,641","34,641","122,004","82,209","528,026","528,026","9,115,335",9115335.0,751189.0,2021,OK_14063_10671,Coal,OK_14063_10671_Coal
10682,N,.,Brush Generation Facility,Colorado Energy Management,55307,CO,MTN,WECC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,PSCO,AM,mcf,"26,000","21,180","10,450","15,090","29,810","33,020","85,850","72,320","38,700","28,370","19,070","1,450","26,000","21,180","10,450","15,090","29,810","33,020","85,850","72,320","38,700","28,370","19,070","1,450",1.09,1.07,1.09,1.07,1.07,1.09,1.08,1.08,1.08,1.1,1.09,1.1,"28,236","22,663","11,359","16,176","31,867","35,860","92,804","77,889","41,912","31,122","20,805","1,589","28,236","22,663","11,359","16,176","31,867","35,860","92,804","77,889","41,912","31,122","20,805","1,589","4,188","4,079","2,057","2,825","9,919","5,860","14,548","11,761","6,918","4,720","2,987",322,"381,310","381,310","412,282",412282.0,70184.0,2021,CO_55307_10682,Natural Gas and Other Gases,CO_55307_10682_Natural Gas and Other Gases
10682,N,.,Brush Generation Facility,Colorado Energy Management,55307,CO,MTN,WECC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,PSCO,AM,mcf,"57,710","74,520","35,760","46,660","78,850","84,820","207,490","161,570","104,180","66,300","41,630","7,100","57,710","74,520","35,760","46,660","78,850","84,820","207,490","161,570","104,180","66,300","41,630","7,100",1.09,1.07,1.09,1.07,1.07,1.09,1.08,1.08,1.08,1.1,1.09,1.1,"62,673","79,736","38,871","50,020","84,291","92,115","224,297","174,011","112,827","72,731","45,418","7,782","62,673","79,736","38,871","50,020","84,291","92,115","224,297","174,011","112,827","72,731","45,418","7,782","3,803","5,980","2,357","3,076","5,020","5,367","13,266","10,119","6,621","4,064","2,526",452,"966,590","966,590","1,044,772",1044772.0,62651.0,2021,CO_55307_10682,Natural Gas and Other Gases,CO_55307_10682_Natural Gas and Other Gases
10682,N,.,Brush Generation Facility,Colorado Energy Management,55307,CO,MTN,WECC,,22,2,NAICS-22 Non-Cogen,GT,NG,NG,PSCO,A,mcf,"11,921","10,899","8,340","9,120","11,147","12,905","15,406","14,446","11,193","7,095","8,748","8,730","11,921","10,899","8,340","9,120","11,147","12,905","15,406","14,446","11,193","7,095","8,748","8,730",1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,"12,910","11,804","9,032","9,877","12,072","13,976","16,685","15,645","12,122","7,684","9,474","9,455","12,910","11,804","9,032","9,877","12,072","13,976","16,685","15,645","12,122","7,684","9,474","9,455",802,733,561,614,750,868,"1,036",972,753,477,589,587,"129,950","129,950","140,736",140736.0,8742.0,2021,CO_55307_10682,Natural Gas and Other Gases,CO_55307_10682_Natural Gas and Other Gases
50658,N,.,Covanta Fairfax Energy,Covanta Fairfax Inc,4425,VA,SAT,SERC,,22,2,NAICS-22 Non-Cogen,ST,MSB,MLG,PJM,M,short tons,"50,458","56,794","56,398","63,674","60,050","64,910","65,705","66,211","53,664","65,350","60,510","51,987","50,458","56,794","56,398","63,674","60,050","64,910","65,705","66,211","53,664","65,350","60,510","51,987",7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,"372,229","418,969","416,048","469,723","442,989","478,841","484,706","488,439","395,879","482,087","446,382","383,508","372,229","418,969","416,048","469,723","442,989","478,841","484,706","488,439","395,879","482,087","446,382","383,508","21,784","25,324","25,048","29,030","26,990","28,542","29,583","28,737","13,707","29,431","24,828","26,758","715,711","715,711","5,279,800",5279800.0,309763.0,2021,VA_4425_50658,Solid Renewable  Fuels,VA_4425_50658_Solid Renewable  Fuels
50658,N,.,Covanta Fairfax Energy,Covanta Fairfax Inc,4425,VA,SAT,SERC,,22,2,NAICS-22 Non-Cogen,ST,MSN,OTH,PJM,M,short tons,"32,259","36,310","36,056","40,710","38,395","41,499","42,009","42,332","34,310","41,781","38,686","33,238","32,259","36,310","36,056","40,710","38,395","41,499","42,009","42,332","34,310","41,781","38,686","33,238",14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,"454,949","512,080","508,498","574,133","541,446","585,219","592,411","597,008","483,874","589,196","545,589","468,722","454,949","512,080","508,498","574,133","541,446","585,219","592,411","597,008","483,874","589,196","545,589","468,722","26,626","30,951","30,614","35,483","32,989","34,883","36,157","35,124","16,754","35,970","30,346","32,703","457,585","457,585","6,453,125",6453125.0,378601.0,2021,VA_4425_50658,Solid Renewable  Fuels,VA_4425_50658_Solid Renewable  Fuels
50658,N,.,Covanta Fairfax Energy,Covanta Fairfax Inc,4425,VA,SAT,SERC,,22,2,NAICS-22 Non-Cogen,ST,NG,NG,PJM,M,mcf,"8,440","11,400","6,340","6,360","7,000","5,108","4,488","8,380","6,320","8,108","4,120","6,320","8,440","11,400","6,340","6,360","7,000","5,108","4,488","8,380","6,320","8,108","4,120","6,320",1,1,1,1,1,1,1,1,1,1,1,1,"8,440","11,400","6,340","6,360","7,000","5,108","4,488","8,380","6,320","8,108","4,120","6,320","8,440","11,400","6,340","6,360","7,000","5,108","4,488","8,380","6,320","8,108","4,120","6,320",494,689,382,393,426,304,274,493,219,495,229,441,"82,384","82,384","82,384",82384.0,4840.0,2021,VA_4425_50658,Natural Gas and Other Gases,VA_4425_50658_Natural Gas and Other Gases
50707,Y,.,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,,22,1,Electric Utility,CA,NG,NG,PSCO,M,mcf,12,20,9,10,35,66,86,105,51,46,18,50,12,20,9,10,35,66,86,105,51,46,18,50,1.13,1.13,1.13,1.08,1.13,1.15,1.12,1.12,1.12,1.11,1.09,1.09,14,23,10,11,39,76,96,118,57,51,20,54,14,23,10,11,39,76,96,118,57,51,20,54,"6,057","8,364","4,966","3,831","15,296","18,440","20,954","22,848","14,651","12,271","7,366","12,275",508,508,569,569.0,147319.0,2021,CO_30151_50707,Natural Gas and Other Gases,CO_30151_50707_Natural Gas and Other Gases
50707,Y,.,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",30151,CO,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,PSCO,M,mcf,"323,504","427,659","273,956","212,746","739,278","726,461","848,700","839,608","642,780","547,725","366,359","548,481","323,504","427,659","273,956","212,746","739,278","726,461","848,700","839,608","642,780","547,725","366,359","548,481",1.13,1.13,1.13,1.08,1.13,1.15,1.12,1.12,1.12,1.11,1.09,1.09,"365,560","481,544","308,474","229,127","831,688","835,430","949,695","941,201","721,842","609,070","399,331","597,296","365,560","481,544","308,474","229,127","831,688","835,430","949,695","941,201","721,842","609,070","399,331","597,296","34,258","43,159","28,358","20,969","75,182","72,718","83,216","81,899","61,753","56,038","35,423","51,638","6,497,257","6,497,257","7,270,258",7270258.0,644611.0,2021,CO_30151_50707,Natural Gas and Other Gases,CO_30151_50707_Natural Gas and Other Gases
50888,N,.,Northampton Generating Company LP,"EIF Northampton GP, LLC",23013,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,ST,TDF,OTH,PJM,M,short tons,0,.,0,0,0,273,.,245,0,0,0,"2,642",0,.,0,0,0,273,.,245,0,0,0,"2,642",0,.,0,0,0,26,.,26,0,0,0,26,0,.,0,0,0,"7,098",.,"6,370",0,0,0,"68,692",0,.,0,0,0,"7,098",.,"6,370",0,0,0,"68,692",0,.,0,0,0,536,.,502,0,0,0,"5,833","3,160","3,160","82,160",82160.0,6871.0,2021,PA_23013_50888,All Other Energy Sources,PA_23013_50888_All Other Energy Sources
50888,N,.,Northampton Generating Company LP,"EIF Northampton GP, LLC",23013,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,ST,WC,WOC,PJM,M,short tons,0,.,0,0,0,"5,145",.,"5,858",0,0,0,"42,462",0,.,0,0,0,"5,145",.,"5,858",0,0,0,"42,462",0,.,0,0,0,11.8,.,13.1,0,0,0,11.9,0,.,0,0,0,"60,711",.,"76,740",0,0,0,"505,298",0,.,0,0,0,"60,711",.,"76,740",0,0,0,"505,298",0,.,0,0,0,"4,585",.,"6,050",0,0,0,"42,906","53,465","53,465","642,749",642749.0,53541.0,2021,PA_23013_50888,Coal,PA_23013_50888_Coal
50888,N,.,Northampton Generating Company LP,"EIF Northampton GP, LLC",23013,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,ST,WDS,WWW,PJM,M,short tons,0,.,0,0,0,41,.,31,0,0,0,67,0,.,0,0,0,41,.,31,0,0,0,67,0,.,0,0,0,17,.,18,0,0,0,18,0,.,0,0,0,697,.,558,0,0,0,"1,206",0,.,0,0,0,697,.,558,0,0,0,"1,206",0,.,0,0,0,53,.,44,0,0,0,102,139,139,"2,461",2461.0,199.0,2021,PA_23013_50888,Solid Renewable  Fuels,PA_23013_50888_Solid Renewable  Fuels
50888,N,.,Northampton Generating Company LP,"EIF Northampton GP, LLC",23013,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,ST,WO,WOO,PJM,M,barrels,0,.,0,0,0,"1,132",.,"1,419",0,0,0,"2,065",0,.,0,0,0,"1,132",.,"1,419",0,0,0,"2,065",0,.,0,0,0,3.8,.,3.89,0,0,0,3.9,0,.,0,0,0,"4,302",.,"5,520",0,0,0,"8,054",0,.,0,0,0,"4,302",.,"5,520",0,0,0,"8,054",0,.,0,0,0,325,.,435,0,0,0,684,"4,616","4,616","17,876",17876.0,1444.0,2021,PA_23013_50888,Petroleum Products,PA_23013_50888_Petroleum Products
54304,N,.,Birchwood Power,Birchwood Power Partners LP,1735,VA,SAT,SERC,,22,2,NAICS-22 Non-Cogen,ST,BIT,COL,PJM,M,short tons,"13,045","28,157",0,0,.,.,.,.,.,.,.,.,"13,045","28,157",0,0,.,.,.,.,.,.,.,.,23.48,23.2,0,0,.,.,.,.,.,.,.,.,"306,297","653,242",0,0,.,.,.,.,.,.,.,.,"306,297","653,242",0,0,.,.,.,.,.,.,.,.,"27,159","62,509",0,0,.,.,.,.,.,.,.,.,"41,202","41,202","959,539",959539.0,89668.0,2021,VA_1735_54304,Coal,VA_1735_54304_Coal
54304,N,.,Birchwood Power,Birchwood Power Partners LP,1735,VA,SAT,SERC,,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,PJM,M,barrels,665,689,0,0,.,.,.,.,.,.,.,.,665,689,0,0,.,.,.,.,.,.,.,.,5.88,6.07,0,0,.,.,.,.,.,.,.,.,"3,910","4,182",0,0,.,.,.,.,.,.,.,.,"3,910","4,182",0,0,.,.,.,.,.,.,.,.,347,400,0,0,.,.,.,.,.,.,.,.,"1,354","1,354","8,092",8092.0,747.0,2021,VA_1735_54304,Petroleum Products,VA_1735_54304_Petroleum Products
54805,N,.,Milford Power LP,Milford Power LLC,12469,MA,NEW,NPCC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,ISNE,AM,mcf,357,169,547,"9,218","11,870","105,322","24,865","63,118","27,710","98,290","16,600",0,357,169,547,"9,218","11,870","105,322","24,865","63,118","27,710","98,290","16,600",0,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0,367,173,561,"9,458","12,190","108,271","25,561","64,822","28,458","100,944","17,065",0,367,173,561,"9,458","12,190","108,271","25,561","64,822","28,458","100,944","17,065",0,433,541,"1,064","3,981","2,415","22,153","8,506","13,765","7,450","24,869","4,743",20,"358,066","358,066","367,870",367870.0,89940.0,2021,MA_12469_54805,Natural Gas and Other Gases,MA_12469_54805_Natural Gas and Other Gases
54805,N,.,Milford Power LP,Milford Power LLC,12469,MA,NEW,NPCC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,ISNE,AM,mcf,"14,465","17,977","33,410","105,964","50,084","430,324","193,426","224,242","140,177","457,869","103,019","2,437","14,465","17,977","33,410","105,964","50,084","430,324","193,426","224,242","140,177","457,869","103,019","2,437",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"14,856","18,444","34,279","108,719","51,436","442,373","198,842","230,297","143,962","470,231","105,904","2,508","14,856","18,444","34,279","108,719","51,436","442,373","198,842","230,297","143,962","470,231","105,904","2,508","1,263","1,610","2,941","9,560","4,830","40,516","17,640","19,944","12,556","41,562","9,250",149,"1,773,394","1,773,394","1,821,851",1821851.0,161821.0,2021,MA_12469_54805,Natural Gas and Other Gases,MA_12469_54805_Natural Gas and Other Gases
54817,N,.,Johnson County,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,,22,1,Electric Utility,CA,NG,NG,ERCO,AM,mcf,"2,659","2,565",0,"7,829","4,285","8,796","12,798","12,681","11,758","14,497","3,351","3,065","2,659","2,565",0,"7,829","4,285","8,796","12,798","12,681","11,758","14,497","3,351","3,065",1,1.03,0,1,1,0.99,1,0.99,1,0.99,1,0.99,"2,656","2,647",0,"7,806","4,298","8,734","12,760","12,605","11,711","14,396","3,348","3,044","2,656","2,647",0,"7,806","4,298","8,734","12,760","12,605","11,711","14,396","3,348","3,044","13,173","3,448",0,"33,018","23,590","20,810","35,761","38,034","33,424","35,434","13,983","10,679","84,284","84,284","84,005",84005.0,261354.0,2021,TX_2172_54817,Natural Gas and Other Gases,TX_2172_54817_Natural Gas and Other Gases
54817,N,.,Johnson County,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,,22,1,Electric Utility,CT,DFO,DFO,ERCO,AM,barrels,0,"6,500",0,0,0,0,0,0,0,0,"9,220",0,0,"6,500",0,0,0,0,0,0,0,0,"9,220",0,0,5.87,0,0,0,0,0,0,0,0,5.87,0,0,"38,181",0,0,0,0,0,0,0,0,"54,158",0,0,"38,181",0,0,0,0,0,0,0,0,"54,158",0,0,"3,418",0,0,0,0,0,0,0,0,"4,426",0,"15,720","15,720","92,339",92339.0,7844.0,2021,TX_2172_54817,Petroleum Products,TX_2172_54817_Petroleum Products
