Plant_Id,"Combined_Heat_And
Power_Plant",Nuclear_Unit_Id,Plant_Name,Operator_Name,Operator_Id,Plant_State,Census_Region,NERC_Region,Reserved,NAICS_Code,EIA_Sector_Number,Sector_Name,"Reported
Prime_Mover",Reported_Fuel_Type_Code,AER_Fuel_Type_Code,Balancing_Authority_Code,"Respondent
Frequency","Physical
Unit_Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December","Total_Fuel_Consumption
Quantity","Electric_Fuel_Consumption
Quantity","Total_Fuel_Consumption
MMBtu",Elec_Fuel_Consumption_MMBtu,Net_Generation_(Megawatthours),YEAR,ID_SUP,Ftype,Unique
113,N,.,Cholla,Arizona Public Service Co,803,AZ,MTN,WECC,,22,1,Electric Utility,ST,NG,NG,AZPS,M,mcf,257,257,632,191,276,84,0,0,0,0,217,0,257,257,632,191,276,84,0,0,0,0,217,0,0.86,0.86,0.87,0.87,0.86,0.86,0,0,0,0,0.86,0,221,221,547,165,237,72,0,0,0,0,186,0,221,221,547,165,237,72,0,0,0,0,186,0,24,26,47,20,22,7,0,0,0,0,17,0,"1,914","1,914","1,649",1649.0,163.0,2021,AZ_803_113,Natural Gas and Other Gases,AZ_803_113_Natural Gas and Other Gases
113,N,.,Cholla,Arizona Public Service Co,803,AZ,MTN,WECC,,22,1,Electric Utility,ST,SUB,COL,AZPS,M,short tons,"32,339","63,239","29,099","63,720","72,589","129,061","100,241","116,162","115,948","149,164","63,297","108,714","32,339","63,239","29,099","63,720","72,589","129,061","100,241","116,162","115,948","149,164","63,297","108,714",18.34,18.61,18.35,18.62,18.45,18.46,18.4,18.36,18.38,18.46,18.6,18.66,"593,130","1,176,941","533,967","1,186,339","1,339,412","2,381,950","1,844,635","2,132,734","2,130,776","2,754,015","1,177,071","2,028,712","593,130","1,176,941","533,967","1,186,339","1,339,412","2,381,950","1,844,635","2,132,734","2,130,776","2,754,015","1,177,071","2,028,712","65,097","138,582","45,523","142,882","123,583","242,022","171,596","236,369","229,008","245,775","106,459","177,555","1,043,573","1,043,573","19,279,682",19279682.0,1924451.0,2021,AZ_803_113,Coal,AZ_803_113_Coal
117,N,.,West Phoenix,Arizona Public Service Co,803,AZ,MTN,WECC,,22,1,Electric Utility,CS,NG,NG,AZPS,M,mcf,"769,244","640,868","488,671","702,628","750,033","619,829","947,720","861,498","725,458","584,341","450,818","430,852","769,244","640,868","488,671","702,628","750,033","619,829","947,720","861,498","725,458","584,341","450,818","430,852",1.04,1.04,1.05,1.04,1.03,1.04,1.04,1.04,1.04,1.04,1.05,1.05,"797,706","667,144","511,639","727,923","774,784","642,763","981,838","894,235","755,202","608,883","472,908","452,395","797,706","667,144","511,639","727,923","774,784","642,763","981,838","894,235","755,202","608,883","472,908","452,395","73,322","54,551","50,300","72,428","72,545","62,776","99,322","79,689","66,015","55,364","43,633","40,747","7,971,960","7,971,960","8,287,420",8287420.0,770692.0,2021,AZ_803_117,Natural Gas and Other Gases,AZ_803_117_Natural Gas and Other Gases
117,N,.,West Phoenix,Arizona Public Service Co,803,AZ,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,AZPS,M,mcf,"512,288","249,332","1,648,092","706,539","1,457,280","1,773,088","1,881,380","1,882,812","1,798,900","694,125","1,186,092","1,021,050","512,288","249,332","1,648,092","706,539","1,457,280","1,773,088","1,881,380","1,882,812","1,798,900","694,125","1,186,092","1,021,050",1.04,1.04,1.05,1.04,1.03,1.04,1.04,1.04,1.04,1.04,1.05,1.05,"531,243","259,555","1,725,552","731,974","1,505,370","1,838,692","1,949,110","1,954,359","1,872,655","723,278","1,244,211","1,072,103","531,243","259,555","1,725,552","731,974","1,505,370","1,838,692","1,949,110","1,954,359","1,872,655","723,278","1,244,211","1,072,103","53,325","26,846","166,322","66,444","144,120","167,302","184,575","185,361","156,616","60,498","108,884","92,332","14,810,978","14,810,978","15,408,102",15408102.0,1412625.0,2021,AZ_803_117,Natural Gas and Other Gases,AZ_803_117_Natural Gas and Other Gases
117,N,.,West Phoenix,Arizona Public Service Co,803,AZ,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,AZPS,M,mcf,0,"2,032","7,893","8,086","16,481","40,265","63,401","19,809","9,170","8,580","52,255","5,250",0,"2,032","7,893","8,086","16,481","40,265","63,401","19,809","9,170","8,580","52,255","5,250",0,1.04,1.05,1.04,1.03,1.04,1.04,1.04,1.04,1.04,1.05,1.05,0,"2,115","8,264","8,377","17,025","41,755","65,683","20,562","9,546","8,940","54,815","5,513",0,"2,115","8,264","8,377","17,025","41,755","65,683","20,562","9,546","8,940","54,815","5,513",0,79,430,480,924,"2,453","3,897","1,488",490,410,"2,290",220,"233,222","233,222","242,595",242595.0,13161.0,2021,AZ_803_117,Natural Gas and Other Gases,AZ_803_117_Natural Gas and Other Gases
126,Y,.,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,TEPC,M,mcf,"4,234","6,530",.,"9,911","7,766","21,897","12,048","6,924","32,326","18,948","6,255","8,773","4,234","5,918",.,"9,739","7,766","21,897","12,048","4,870","20,218","14,775","3,931","6,150",1.03,1.03,.,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"4,361","6,726",.,"10,208","7,999","22,554","12,409","7,132","33,296","19,516","6,443","9,036","4,361","6,096",.,"10,031","7,999","22,554","12,409","5,016","20,825","15,218","4,049","6,335",390,505,.,845,781,"2,043","1,042",396,"1,775","1,259",329,519,"135,612","111,546","139,680",114893.0,9884.0,2021,AZ_24211_126,Natural Gas and Other Gases,AZ_24211_126_Natural Gas and Other Gases
126,Y,.,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,,22,1,Electric Utility,IC,NG,NG,TEPC,M,mcf,"133,640","204,679",.,"435,845","359,591","404,913","382,653","296,229","352,704","211,440","227,027","263,380","133,640","193,059",.,"435,845","359,591","404,913","382,653","296,229","352,704","211,440","227,027","263,380",1.03,1.03,.,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"137,649","210,819",.,"448,920","370,379","417,060","394,133","305,116","363,285","217,783","233,838","271,281","137,649","198,851",.,"448,920","370,379","417,060","394,133","305,116","363,285","217,783","233,838","271,281","13,505","16,638",.,"39,594","39,394","39,581","35,511","37,293","38,696","29,172","26,272","32,647","3,272,101","3,260,481","3,370,263",3358295.0,348303.0,2021,AZ_24211_126,Natural Gas and Other Gases,AZ_24211_126_Natural Gas and Other Gases
126,Y,.,H Wilson Sundt Generating Station,Tucson Electric Power Co,24211,AZ,MTN,WECC,,22,1,Electric Utility,ST,NG,NG,TEPC,M,mcf,"312,550","129,976",.,"387,121","653,677","831,852","809,281","803,540","401,088","9,477","479,501","22,771","312,550","122,291",.,"387,121","653,677","831,852","809,281","803,540","398,486","9,477","479,501","22,771",1.03,1.03,.,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"321,927","133,875",.,"398,735","673,287","856,808","833,559","827,646","413,121","9,761","493,886","23,454","321,927","125,960",.,"398,735","673,287","856,808","833,559","827,646","410,441","9,761","493,886","23,454","32,008","10,683",.,"34,619","70,009","80,601","74,238","77,383","34,147","1,021","43,492","2,241","4,840,834","4,830,547","4,986,059",4975464.0,460442.0,2021,AZ_24211_126,Natural Gas and Other Gases,AZ_24211_126_Natural Gas and Other Gases
130,N,.,Cross,South Carolina Public Service Authority,17543,SC,SAT,SERC,,22,1,Electric Utility,ST,DFO,DFO,SC,M,barrels,"5,021","7,320","3,852","2,601","5,127","9,063","6,978","4,122","3,766","7,614","2,566","1,421","5,021","7,320","3,852","2,601","5,127","9,063","6,978","4,122","3,766","7,614","2,566","1,421",5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,"29,072","42,383","22,303","15,060","29,685","52,475","40,403","23,866","21,805","44,085","14,857","8,228","29,072","42,383","22,303","15,060","29,685","52,475","40,403","23,866","21,805","44,085","14,857","8,228","2,811","4,174","2,174","1,488","2,907","5,213","3,996","2,407","2,046","4,263","1,429",802,"59,451","59,451","344,222",344222.0,33710.0,2021,SC_17543_130,Petroleum Products,SC_17543_130_Petroleum Products
130,N,.,Cross,South Carolina Public Service Authority,17543,SC,SAT,SERC,,22,1,Electric Utility,ST,RC,COL,SC,M,short tons,"245,154","283,768","198,456","174,867","275,752","345,115","417,847","360,272","201,336","245,183","201,193","143,988","245,154","283,768","198,456","174,867","275,752","345,115","417,847","360,272","201,336","245,183","201,193","143,988",23.94,23.94,24.49,24.15,24.32,24.02,23.8,23.86,25.07,23.92,24.86,24.44,"5,869,722","6,793,973","4,860,981","4,222,513","6,704,910","8,289,662","9,943,087","8,595,730","5,046,890","5,864,532","5,001,859","3,518,491","5,869,722","6,793,973","4,860,981","4,222,513","6,704,910","8,289,662","9,943,087","8,595,730","5,046,890","5,864,532","5,001,859","3,518,491","567,648","669,140","473,902","417,078","656,616","823,504","983,424","867,058","473,465","567,059","481,004","343,080","3,092,931","3,092,931","74,712,350",74712350.0,7322978.0,2021,SC_17543_130,Coal,SC_17543_130_Coal
136,N,.,Seminole (FL),Seminole Electric Cooperative Inc,21554,FL,SAT,SERC,,22,1,Electric Utility,ST,BIT,COL,SEC,M,short tons,"240,476","220,016","160,834","158,216","258,951","266,017","270,507","320,617","267,226","296,154","157,033","133,685","240,476","220,016","160,834","158,216","258,951","266,017","270,507","320,617","267,226","296,154","157,033","133,685",23.93,24.29,24.11,24.08,24.19,24.16,23.87,24.27,24.35,24.15,24.21,24,"5,754,591","5,344,189","3,877,708","3,809,841","6,264,025","6,426,971","6,457,002","7,781,375","6,506,953","7,152,119","3,801,769","3,208,440","5,754,591","5,344,189","3,877,708","3,809,841","6,264,025","6,426,971","6,457,002","7,781,375","6,506,953","7,152,119","3,801,769","3,208,440","587,871","528,468","384,705","360,780","618,321","626,822","637,656","762,014","628,763","721,849","370,894","301,927","2,749,732","2,749,732","66,384,983",66384983.0,6530071.0,2021,FL_21554_136,Coal,FL_21554_136_Coal
136,N,.,Seminole (FL),Seminole Electric Cooperative Inc,21554,FL,SAT,SERC,,22,1,Electric Utility,ST,DFO,DFO,SEC,M,barrels,"2,036","3,583","2,512","6,124","2,951","4,426","3,922","2,157","1,821","1,706","2,307","3,726","2,036","3,583","2,512","6,124","2,951","4,426","3,922","2,157","1,821","1,706","2,307","3,726",5.64,5.67,5.63,5.67,5.67,5.64,5.64,5.67,5.7,5.67,5.63,5.7,"11,489","20,316","14,143","34,723","16,732","24,963","22,120","12,230","10,380","9,673","12,988","21,238","11,489","20,316","14,143","34,723","16,732","24,963","22,120","12,230","10,380","9,673","12,988","21,238","1,174","2,009","1,403","3,288","1,652","2,435","2,184","1,198","1,003",976,"1,267","1,999","37,271","37,271","210,995",210995.0,20587.0,2021,FL_21554_136,Petroleum Products,FL_21554_136_Petroleum Products
141,N,.,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,,22,1,Electric Utility,GT,DFO,DFO,SRP,M,barrels,0,352,0,0,458,287,0,0,0,0,0,0,0,352,0,0,458,287,0,0,0,0,0,0,0,5.8,0,0,5.8,5.8,0,0,0,0,0,0,0,"2,042",0,0,"2,656","1,665",0,0,0,0,0,0,0,"2,042",0,0,"2,656","1,665",0,0,0,0,0,0,0,75,0,0,137,47,0,0,0,0,0,0,"1,097","1,097","6,363",6363.0,259.0,2021,AZ_16572_141,Petroleum Products,AZ_16572_141_Petroleum Products
141,N,.,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,SRP,M,mcf,759,"6,618",774,0,"14,227","7,522","11,752","2,236","1,835",756,"3,926","5,157",759,"6,618",774,0,"14,227","7,522","11,752","2,236","1,835",756,"3,926","5,157",1.03,1.03,1.03,0,1.03,1.02,1.02,1.02,1.02,1.02,1.03,1.04,779,"6,843",795,0,"14,597","7,680","11,999","2,290","1,874",773,"4,028","5,337",779,"6,843",795,0,"14,597","7,680","11,999","2,290","1,874",773,"4,028","5,337",-99,253,-99,-38,751,216,476,-40,-43,-103,170,231,"55,562","55,562","56,995",56995.0,1675.0,2021,AZ_16572_141,Natural Gas and Other Gases,AZ_16572_141_Natural Gas and Other Gases
141,N,.,Agua Fria,Salt River Project,16572,AZ,MTN,WECC,,22,1,Electric Utility,ST,NG,NG,SRP,M,mcf,"16,153","3,295",503,"108,799","75,239","219,956","359,767","257,785","157,178","31,004","120,015","3,045","16,153","3,295",503,"108,799","75,239","219,956","359,767","257,785","157,178","31,004","120,015","3,045",1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.02,1.03,1.04,"16,589","3,407",517,"111,737","77,195","224,575","367,322","263,972","160,479","31,686","123,135","3,152","16,589","3,407",517,"111,737","77,195","224,575","367,322","263,972","160,479","31,686","123,135","3,152","1,459",266,1,"9,710","6,987","19,973","33,344","23,333","14,086","2,580","10,751",169,"1,352,739","1,352,739","1,383,766",1383766.0,122659.0,2021,AZ_16572_141,Natural Gas and Other Gases,AZ_16572_141_Natural Gas and Other Gases
147,N,.,Kyrene,Salt River Project,16572,AZ,MTN,WECC,,22,1,Electric Utility,CA,NG,NG,SRP,M,mcf,"15,841","5,434","9,869","14,812","16,637","24,293","30,681","22,613","15,496","10,137","5,647","11,916","15,841","5,434","9,869","14,812","16,637","24,293","30,681","22,613","15,496","10,137","5,647","11,916",1.04,1.04,1.05,1.03,1.03,1.04,1.03,1.04,1.04,1.04,1.05,1.05,"16,411","5,646","10,362","15,316","17,169","25,143","31,724","23,450","16,069","10,512","5,918","12,512","16,411","5,646","10,362","15,316","17,169","25,143","31,724","23,450","16,069","10,512","5,918","12,512","45,032","25,019","34,348","39,705","50,107","51,816","54,699","47,111","38,323","37,247","35,343","33,726","183,376","183,376","190,232",190232.0,492476.0,2021,AZ_16572_147,Natural Gas and Other Gases,AZ_16572_147_Natural Gas and Other Gases
147,N,.,Kyrene,Salt River Project,16572,AZ,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,SRP,M,mcf,"912,030","507,444","653,338","784,210","976,212","996,042","1,076,984","931,320","760,883","786,328","684,009","689,946","912,030","507,444","653,338","784,210","976,212","996,042","1,076,984","931,320","760,883","786,328","684,009","689,946",1.04,1.04,1.05,1.03,1.03,1.04,1.03,1.04,1.04,1.04,1.05,1.05,"944,863","527,234","686,005","810,873","1,007,451","1,030,903","1,113,601","965,779","789,036","815,422","716,841","724,443","944,863","527,234","686,005","810,873","1,007,451","1,030,903","1,113,601","965,779","789,036","815,422","716,841","724,443","85,056","47,238","63,244","71,895","91,260","94,753","101,072","86,753","71,082","72,773","63,383","64,359","9,758,746","9,758,746","10,132,451",10132451.0,912868.0,2021,AZ_16572_147,Natural Gas and Other Gases,AZ_16572_147_Natural Gas and Other Gases
147,N,.,Kyrene,Salt River Project,16572,AZ,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,SRP,M,mcf,0,835,256,0,"1,202","1,022",517,"3,406","8,658",185,304,"8,516",0,835,256,0,"1,202","1,022",517,"3,406","8,658",185,304,"8,516",0,1.04,1.05,0,1.03,1.04,1.03,1.04,1.04,1.04,1.05,1.05,0,868,269,0,"1,240","1,058",535,"3,532","8,978",192,319,"8,942",0,868,269,0,"1,240","1,058",535,"3,532","8,978",192,319,"8,942",-107,18,-80,-12,-51,-72,-85,162,547,-13,-102,485,"24,901","24,901","25,933",25933.0,690.0,2021,AZ_16572_147,Natural Gas and Other Gases,AZ_16572_147_Natural Gas and Other Gases
160,N,.,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,WALC,M,mcf,"2,989",0,"88,882","99,275","85,658","213,711","152,208","117,803","38,450","39,220","13,760","51,340","2,989",0,"88,882","99,275","85,658","213,711","152,208","117,803","38,450","39,220","13,760","51,340",1.04,0,1.05,1.03,1.04,1.05,1.04,1.04,1.04,1.04,1.04,1.04,"3,121",0,"93,059","102,353","88,913","223,755","158,753","122,044","39,988","40,750","14,283","53,188","3,121",0,"93,059","102,353","88,913","223,755","158,753","122,044","39,988","40,750","14,283","53,188",51,-127,"9,005","9,225","7,901","18,827","12,627","9,845","3,100","3,338","1,212","4,532","903,296","903,296","940,207",940207.0,79536.0,2021,AZ_796_160,Natural Gas and Other Gases,AZ_796_160_Natural Gas and Other Gases
160,N,.,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,WECC,,22,1,Electric Utility,ST,NG,NG,WALC,M,mcf,"736,272","448,917","688,240","1,118,069","726,871","1,360,560","1,376,953","1,261,386","866,270","769,680","975,000","605,364","736,272","448,917","688,240","1,118,069","726,871","1,360,560","1,376,953","1,261,386","866,270","769,680","975,000","605,364",1.04,1.04,1.05,1.03,1.04,1.05,1.04,1.04,1.04,1.04,1.04,1.04,"768,668","468,220","720,587","1,152,729","754,492","1,424,506","1,436,162","1,306,796","900,921","800,467","1,012,050","627,157","768,668","468,220","720,587","1,152,729","754,492","1,424,506","1,436,162","1,306,796","900,921","800,467","1,012,050","627,157","69,530","42,381","64,805","104,396","68,915","132,050","129,997","117,467","81,744","72,374","91,234","55,668","10,933,582","10,933,582","11,372,755",11372755.0,1030560.0,2021,AZ_796_160,Natural Gas and Other Gases,AZ_796_160_Natural Gas and Other Gases
160,N,.,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN,WECC,,22,1,Electric Utility,ST,SUB,COL,WALC,M,short tons,"61,116","52,408","31,560","6,438","55,318","62,073","58,963","66,066","63,796","48,566","5,083","30,298","61,116","52,408","31,560","6,438","55,318","62,073","58,963","66,066","63,796","48,566","5,083","30,298",18.01,18,17.97,18.02,18.07,18.1,18.09,18.03,17.97,17.97,18.05,18.1,"1,100,699","943,344","567,133","116,013","999,596","1,123,521","1,066,641","1,191,170","1,146,414","872,731","91,748","548,394","1,100,699","943,344","567,133","116,013","999,596","1,123,521","1,066,641","1,191,170","1,146,414","872,731","91,748","548,394","99,563","85,386","51,004","10,507","91,303","104,149","96,549","107,074","104,018","78,907","8,271","48,676","541,685","541,685","9,767,404",9767404.0,885408.0,2021,AZ_796_160,Coal,AZ_796_160_Coal
165,N,.,GREC,Grand River Dam Authority,7490,OK,WSC,MRO,,22,1,Electric Utility,CT,NG,NG,SWPP,M,mcf,"1,714,347","1,288,109","1,507,430","1,554","1,530,632","1,674,827","1,746,344","1,039,288","1,478,877","23,883",0,0,"1,714,347","1,288,109","1,507,430","1,554","1,530,632","1,674,827","1,746,344","1,039,288","1,478,877","23,883",0,0,1.03,1.05,1.03,1.03,1.03,1.03,1.05,1.03,1.03,1.03,0,0,"1,767,492","1,351,226","1,557,175","1,598","1,571,959","1,720,047","1,824,929","1,073,585","1,521,764","24,576",0,0,"1,767,492","1,351,226","1,557,175","1,598","1,571,959","1,720,047","1,824,929","1,073,585","1,521,764","24,576",0,0,"177,821","125,584","151,961",-839,"151,588","169,958","178,166","103,991","150,145",620,0,0,"12,005,291","12,005,291","12,414,351",12414351.0,1208995.0,2021,OK_7490_165,Natural Gas and Other Gases,OK_7490_165_Natural Gas and Other Gases
165,N,.,GREC,Grand River Dam Authority,7490,OK,WSC,MRO,,22,1,Electric Utility,ST,NG,NG,SWPP,M,mcf,"63,849","99,902",0,"84,862","26,381","32,962","32,890","55,463","61,682","44,935","80,312","56,462","63,849","99,902",0,"84,862","26,381","32,962","32,890","55,463","61,682","44,935","80,312","56,462",1.03,1.05,0,1.03,1.03,1.03,1.05,1.03,1.03,1.03,1.04,1.04,"65,828","104,797",0,"87,238","27,093","33,852","34,370","57,293","63,471","46,238","83,364","58,777","65,828","104,797",0,"87,238","27,093","33,852","34,370","57,293","63,471","46,238","83,364","58,777","4,962","7,403",-426,"6,284","1,701","2,192","2,597","4,137","4,473","3,679","6,352","4,333","639,700","639,700","662,321",662321.0,47687.0,2021,OK_7490_165,Natural Gas and Other Gases,OK_7490_165_Natural Gas and Other Gases
165,N,.,GREC,Grand River Dam Authority,7490,OK,WSC,MRO,,22,1,Electric Utility,ST,SUB,COL,SWPP,M,short tons,"10,500","95,302",0,"78,324","45,000","49,000","120,065","147,252","91,022","127,397","105,272","75,006","10,500","95,302",0,"78,324","45,000","49,000","120,065","147,252","91,022","127,397","105,272","75,006",16.54,16.54,0,16.8,16.75,16.88,16.92,16.92,17.15,17.17,17.17,17.09,"173,670","1,576,295",0,"1,315,922","753,570","826,973","2,031,500","2,491,062","1,561,300","2,187,279","1,807,941","1,281,778","173,670","1,576,295",0,"1,315,922","753,570","826,973","2,031,500","2,491,062","1,561,300","2,187,279","1,807,941","1,281,778","13,091","111,351","-3,169","94,791","47,300","53,559","153,489","179,856","110,034","174,020","137,758","94,499","944,140","944,140","16,007,290",16007290.0,1166579.0,2021,OK_7490_165,Coal,OK_7490_165_Coal
204,N,1,Clinton Power Station,Exelon Nuclear,55951,IL,ENC,SERC,,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,MISO,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,921,933","7,625,152","7,914,570","8,106,842","8,343,134","8,002,863","8,276,304","8,175,444","6,526,059","91,870","7,716,469","8,368,956","7,921,933","7,625,152","7,914,570","8,106,842","8,343,134","8,002,863","8,276,304","8,175,444","6,526,059","91,870","7,716,469","8,368,956","759,598","731,141","758,892","777,328","799,985","767,358","793,577","783,906","625,754","8,809","739,897","802,461",0,0,"87,069,596",87069596.0,8348706.0,2021,IL_55951_204,Nuclear,IL_55951_204_Nuclear
210,N,1,Wolf Creek Generating Station,Wolf Creek Nuclear Optg Corp,20893,KS,WNC,MRO,,22,1,Electric Utility,ST,NUC,NUC,SWPP,M,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,507,346","8,585,371","7,054,450",0,"4,465,652","6,745,634","9,315,576","8,118,679","9,078,074","8,903,469","8,927,081","8,725,517","9,507,346","8,585,371","7,054,450",0,"4,465,652","6,745,634","9,315,576","8,118,679","9,078,074","8,903,469","8,927,081","8,725,517","911,616","823,212","676,419",0,"428,191","646,808","893,228","778,463","870,455","853,713","855,977","836,650",0,0,"89,426,849",89426849.0,8574732.0,2021,KS_20893_210,Nuclear,KS_20893_210_Nuclear
298,N,.,Limestone,NRG Texas Power LLC,54888,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,ST,NG,NG,ERCO,M,mcf,"20,253","67,617","3,131",706,"84,421","50,466","9,473","30,612","20,771","20,427","27,756","3,776","20,253","67,617","3,131",706,"84,421","50,466","9,473","30,612","20,771","20,427","27,756","3,776",1,1,1,1.01,1,1,1,1,1,1,1,1,"20,253","67,617","3,131",713,"84,421","50,466","9,473","30,734","20,771","20,427","27,756","3,776","20,253","67,617","3,131",713,"84,421","50,466","9,473","30,734","20,771","20,427","27,756","3,776","1,810","6,014",284,65,"7,307","4,454",846,"2,788","1,948","1,807","2,576",336,"339,409","339,409","339,538",339538.0,30235.0,2021,TX_54888_298,Natural Gas and Other Gases,TX_54888_298_Natural Gas and Other Gases
298,N,.,Limestone,NRG Texas Power LLC,54888,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,ERCO,M,short tons,"577,820","414,508","271,260","297,580","295,076","439,266","300,531","254,263","292,754","115,295","276,171","286,251","577,820","414,508","271,260","297,580","295,076","439,266","300,531","254,263","292,754","115,295","276,171","286,251",16.71,16.71,16.71,16.71,16.71,16.71,16.71,16.42,15.88,16.22,15.89,16.41,"9,655,372","6,926,429","4,532,755","4,972,562","4,930,720","7,340,135","5,021,873","4,174,490","4,648,934","1,870,085","4,388,357","4,697,379","9,655,372","6,926,429","4,532,755","4,972,562","4,930,720","7,340,135","5,021,873","4,174,490","4,648,934","1,870,085","4,388,357","4,697,379","862,730","616,088","410,793","454,146","426,797","647,859","448,653","378,612","436,099","165,428","407,246","417,443","3,820,775","3,820,775","63,159,091",63159091.0,5671894.0,2021,TX_54888_298,Coal,TX_54888_298_Coal
358,N,.,Mountainview Generating Station,Southern California Edison Co,17609,CA,PACC,WECC,,22,1,Electric Utility,CA,NG,NG,CISO,M,mcf,"1,203","4,590","32,513","21,445","11,862","43,509","123,654","121,899","65,909","107,225","63,736","11,766","1,203","4,590","32,513","21,445","11,862","43,509","123,654","121,899","65,909","107,225","63,736","11,766",1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,"1,263","4,820","34,139","22,517","12,455","45,684","129,837","127,994","69,204","112,586","66,923","12,354","1,263","4,820","34,139","22,517","12,455","45,684","129,837","127,994","69,204","112,586","66,923","12,354","5,880","14,956","58,656","29,230","18,443","62,958","144,588","136,874","80,959","121,051","82,844","23,844","609,311","609,311","639,776",639776.0,780283.0,2021,CA_17609_358,Natural Gas and Other Gases,CA_17609_358_Natural Gas and Other Gases
358,N,.,Mountainview Generating Station,Southern California Edison Co,17609,CA,PACC,WECC,,22,1,Electric Utility,CT,NG,NG,CISO,M,mcf,"135,835","321,806","1,177,902","575,107","370,003","1,247,928","2,633,017","2,503,444","1,501,560","2,231,713","1,571,440","470,600","135,835","321,806","1,177,902","575,107","370,003","1,247,928","2,633,017","2,503,444","1,501,560","2,231,713","1,571,440","470,600",1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,"142,627","337,896","1,236,797","603,862","388,503","1,310,324","2,764,668","2,628,616","1,576,638","2,343,299","1,650,012","494,130","142,627","337,896","1,236,797","603,862","388,503","1,310,324","2,764,668","2,628,616","1,576,638","2,343,299","1,650,012","494,130","9,572","26,422","98,639","50,044","30,586","103,796","223,852","213,556","125,551","193,118","133,516","36,849","14,740,355","14,740,355","15,477,372",15477372.0,1245501.0,2021,CA_17609_358,Natural Gas and Other Gases,CA_17609_358_Natural Gas and Other Gases
